config_file,diameter,num_messages,num_robots,occupancy,real_diameter,simulator_time_us,trial
random_300_20_8.xml,14,8809,300,20,16,231734,8
random_300_20_9.xml,17,8674,300,20,17,271275,9
random_300_40_0.xml,17,8352,300,40,18,272865,0
random_300_40_1.xml,16,8784,300,40,17,269620,1
random_300_40_2.xml,16,8671,300,40,16,259032,2
random_300_40_3.xml,17,8624,300,40,18,281906,3
random_300_40_4.xml,16,9024,300,40,16,265280,4
random_300_40_5.xml,17,8866,300,40,17,271270,5
random_300_40_6.xml,15,9002,300,40,17,239308,6
random_300_40_7.xml,18,9135,300,40,18,267988,7
random_300_40_8.xml,17,8576,300,40,17,277282,8
random_300_40_9.xml,18,8564,300,40,18,289555,9
random_300_60_0.xml,19,9076,300,60,19,293955,0
random_300_60_1.xml,18,9233,300,60,18,284830,1
random_300_60_2.xml,19,9282,300,60,19,292527,2
random_300_60_3.xml,17,9025,300,60,19,277401,3
random_300_60_4.xml,15,9310,300,60,18,262031,4
random_300_60_5.xml,16,9071,300,60,18,269767,5
random_300_60_6.xml,19,9062,300,60,19,310788,6
random_300_60_7.xml,17,8977,300,60,17,281898,7
random_300_60_8.xml,15,9181,300,60,17,257490,8
random_300_60_9.xml,17,9327,300,60,17,272685,9
random_300_80_0.xml,17,9073,300,80,17,272768,0
random_300_80_1.xml,19,8934,300,80,19,315425,1
random_300_80_2.xml,18,9406,300,80,18,271158,2
random_300_80_3.xml,16,9312,300,80,17,274364,3
random_300_80_4.xml,17,9154,300,80,17,291080,4
random_300_80_5.xml,16,9248,300,80,19,272478,5
random_300_80_6.xml,18,9253,300,80,18,292497,6
random_300_80_7.xml,18,9042,300,80,19,274218,7
random_300_80_8.xml,19,9170,300,80,19,296995,8
random_300_80_9.xml,16,8991,300,80,17,265227,9
random_350_20_0.xml,17,9925,350,20,18,280361,0
random_350_20_1.xml,17,10163,350,20,18,271159,1
random_350_20_2.xml,16,10400,350,20,18,257434,2
random_350_20_3.xml,19,10201,350,20,19,304700,3
random_350_20_4.xml,17,10306,350,20,17,277318,4
random_350_20_5.xml,18,10276,350,20,19,278763,5
random_350_20_6.xml,17,10275,350,20,17,277264,6
random_350_20_7.xml,19,9867,350,20,19,313937,7
random_350_20_8.xml,18,10213,350,20,18,289546,8
random_350_20_9.xml,21,9869,350,20,21,324545,9
random_350_40_0.xml,16,10258,350,40,19,278945,0
random_350_40_1.xml,17,10386,350,40,17,281890,1
random_350_40_2.xml,17,10306,350,40,18,269670,2
random_350_40_3.xml,17,10404,350,40,17,291101,3
random_350_40_4.xml,16,10512,350,40,16,269734,4
random_350_40_5.xml,20,10542,350,40,20,330635,5
random_350_40_6.xml,19,10118,350,40,19,286430,6
random_350_40_7.xml,16,10628,350,40,17,272719,7
random_350_40_8.xml,18,10321,350,40,18,275740,8
random_350_40_9.xml,19,10199,350,40,19,290947,9
random_350_60_0.xml,17,10611,350,60,17,272781,0
random_350_60_1.xml,18,10996,350,60,18,284925,1
random_350_60_2.xml,18,10583,350,60,18,292543,2
random_350_60_3.xml,15,10592,350,60,18,266704,3
random_350_60_4.xml,17,10624,350,60,18,268116,4
random_350_60_5.xml,20,10631,350,60,20,298482,5
random_350_60_6.xml,19,10873,350,60,19,304678,6
random_350_60_7.xml,19,10665,350,60,19,304729,7
random_350_60_8.xml,19,10392,350,60,19,300101,8
random_350_60_9.xml,15,10831,350,60,17,253033,9
random_350_80_0.xml,17,10997,350,80,18,280252,0
random_350_80_1.xml,16,10989,350,80,18,255926,1
random_350_80_2.xml,15,10672,350,80,18,266673,2
random_350_80_3.xml,20,11001,350,80,20,322987,3
random_350_80_4.xml,20,10936,350,80,20,318350,4
random_350_80_5.xml,17,11143,350,80,18,306416,5
random_350_80_6.xml,18,11174,350,80,19,287944,6
random_350_80_7.xml,18,10886,350,80,18,298743,7
random_350_80_8.xml,17,11091,350,80,18,271159,8
random_350_80_9.xml,20,10829,350,80,20,332283,9
random_400_20_0.xml,19,11968,400,20,20,327589,0
random_400_20_1.xml,18,11674,400,20,19,303266,1
random_400_20_2.xml,18,11462,400,20,18,274223,2
random_400_20_3.xml,19,11530,400,20,19,306299,3
random_400_20_4.xml,16,12081,400,20,19,256067,4
random_400_20_5.xml,18,11850,400,20,18,297161,5
random_400_20_6.xml,17,12022,400,20,18,281984,6
random_400_20_7.xml,17,12004,400,20,22,281903,7
random_400_20_8.xml,18,11673,400,20,18,298779,8
random_400_20_9.xml,17,11971,400,20,20,268231,9
random_400_40_0.xml,17,12278,400,40,18,281897,0
random_400_40_1.xml,17,12375,400,40,18,281976,1
random_400_40_2.xml,18,12294,400,40,18,284893,2
random_400_40_3.xml,20,12608,400,40,20,336835,3
random_400_40_4.xml,20,12637,400,40,20,312397,4
random_400_40_5.xml,19,12345,400,40,19,291003,5
random_400_40_6.xml,18,12264,400,40,18,298752,6
random_400_40_7.xml,17,11863,400,40,20,275841,7
random_400_40_8.xml,21,12034,400,40,21,338331,8
random_400_40_9.xml,18,12295,400,40,18,289456,9
random_400_60_0.xml,17,12757,400,60,19,281967,0
random_400_60_1.xml,19,12552,400,60,19,286408,1
random_400_60_2.xml,18,12409,400,60,19,303284,2
random_400_60_3.xml,18,12505,400,60,18,292518,3
random_400_60_4.xml,20,12397,400,60,20,318498,4
random_400_60_5.xml,17,12408,400,60,18,295627,5
random_400_60_6.xml,17,12518,400,60,19,286485,6
random_400_60_7.xml,19,12743,400,60,19,292479,7
random_400_60_8.xml,18,12534,400,60,18,294043,8
random_400_60_9.xml,19,12474,400,60,19,310816,9
random_400_80_0.xml,15,13032,400,80,18,277505,0
random_400_80_1.xml,20,13115,400,80,20,303126,1
random_400_80_2.xml,19,13127,400,80,19,297013,2
random_400_80_3.xml,20,12810,400,80,20,318370,3
random_400_80_4.xml,15,12995,400,80,19,268289,4
random_400_80_5.xml,20,13262,400,80,20,332278,5
random_400_80_6.xml,17,13001,400,80,18,300202,6
random_400_80_7.xml,18,13285,400,80,18,289428,7
random_400_80_8.xml,17,12859,400,80,19,306417,8
random_400_80_9.xml,18,13064,400,80,18,298673,9
random_450_20_0.xml,19,13611,450,20,19,294081,0
random_450_20_1.xml,20,13452,450,20,20,304741,1
random_450_20_2.xml,18,13303,450,20,19,274163,2
random_450_20_3.xml,19,13147,450,20,19,301639,3
random_450_20_4.xml,21,13395,450,20,21,333732,4
random_450_20_5.xml,19,13615,450,20,20,309381,5
random_450_20_6.xml,23,13274,450,20,23,376287,6
random_450_20_7.xml,18,13641,450,20,18,284979,7
random_450_20_8.xml,17,13638,450,20,19,277316,8
random_450_20_9.xml,20,13647,450,20,20,312396,9
random_450_40_0.xml,20,13690,450,40,20,300120,0
random_450_40_1.xml,22,13507,450,40,22,341181,1
random_450_40_2.xml,19,13724,450,40,19,306323,2
random_450_40_3.xml,18,13994,450,40,18,294055,3
random_450_40_4.xml,18,13469,450,40,20,312330,4
random_450_40_5.xml,18,13418,450,40,19,298637,5
random_450_40_6.xml,20,13626,450,40,20,292421,6
random_450_40_7.xml,20,13649,450,40,20,326051,7
random_450_40_8.xml,18,13757,450,40,20,301709,8
random_450_40_9.xml,22,13764,450,40,22,345767,9
random_450_60_0.xml,18,14027,450,60,21,292519,0
random_450_60_1.xml,19,13743,450,60,19,324646,1
random_450_60_2.xml,18,14041,450,60,18,283321,2
random_450_60_3.xml,19,13932,450,60,19,306318,3
random_450_60_4.xml,22,14131,450,60,22,351942,4
random_450_60_5.xml,18,13628,450,60,20,297171,5
random_450_60_6.xml,18,14026,450,60,20,287893,6
random_450_60_7.xml,21,14114,450,60,21,333606,7
random_450_60_8.xml,19,14240,450,60,19,318477,8
random_450_60_9.xml,17,13979,450,60,19,304818,9
random_450_80_0.xml,21,14416,450,80,21,324403,0
random_450_80_1.xml,19,14124,450,80,22,306212,1
random_450_80_2.xml,20,14625,450,80,20,341357,2
random_450_80_3.xml,18,14473,450,80,19,294072,3
random_450_80_4.xml,22,14262,450,80,22,365714,4
random_450_80_5.xml,20,14286,450,80,21,312253,5
random_450_80_6.xml,22,14288,450,80,22,330454,6
random_450_80_7.xml,19,14346,450,80,20,306245,7
random_450_80_8.xml,18,14335,450,80,20,321499,8
random_450_80_9.xml,21,14592,450,80,21,319924,9
random_500_20_0.xml,20,15103,500,20,20,307635,0
random_500_20_1.xml,19,15152,500,20,20,309279,1
random_500_20_2.xml,19,15202,500,20,20,329145,2
random_500_20_3.xml,22,14903,500,20,22,356615,3
random_500_20_4.xml,19,15070,500,20,23,301703,4
random_500_20_5.xml,17,15241,500,20,20,286492,5
random_500_20_6.xml,21,15107,500,20,21,324537,6
random_500_20_7.xml,20,15119,500,20,20,313762,7
random_500_20_8.xml,17,14840,500,20,19,272705,8
random_500_20_9.xml,21,15331,500,20,21,332045,9
random_500_40_0.xml,20,15662,500,40,20,306127,0
random_500_40_1.xml,20,15199,500,40,20,318356,1
random_500_40_2.xml,23,15571,500,40,23,344252,2
random_500_40_3.xml,19,15104,500,40,20,320019,3
random_500_40_4.xml,21,15213,500,40,21,304571,4
random_500_40_5.xml,18,15243,500,40,20,294061,5
random_500_40_6.xml,20,15454,500,40,21,309272,6
random_500_40_7.xml,21,15556,500,40,21,332171,7
random_500_40_8.xml,21,15237,500,40,21,344414,8
random_500_40_9.xml,20,15634,500,40,20,324514,9
random_500_60_0.xml,19,15642,500,60,20,298662,0
random_500_60_1.xml,20,15844,500,60,20,330598,1
random_500_60_2.xml,21,16256,500,60,21,330544,2
random_500_60_3.xml,21,15523,500,60,21,335230,3
random_500_60_4.xml,21,15813,500,60,21,333738,4
random_500_60_5.xml,20,15534,500,60,20,309287,5
random_500_60_6.xml,21,15616,500,60,21,315239,6
random_500_60_7.xml,17,15759,500,60,21,309498,7
random_500_60_8.xml,22,16129,500,60,22,333519,8
random_500_60_9.xml,23,15555,500,60,23,345737,9
random_500_80_0.xml,18,16442,500,80,20,294064,0
random_500_80_1.xml,22,16442,500,80,22,370367,1
random_500_80_2.xml,20,16513,500,80,20,315423,2
random_500_80_3.xml,20,16211,500,80,21,328978,3
random_500_80_4.xml,19,16015,500,80,21,315380,4
random_500_80_5.xml,20,16676,500,80,21,336737,5
random_500_80_6.xml,17,16298,500,80,20,286497,6
random_500_80_7.xml,19,16063,500,80,21,304697,7
random_500_80_8.xml,17,16184,500,80,21,277419,8
random_500_80_9.xml,20,16228,500,80,22,330609,9
random_50_20_0.xml,9,1104,50,20,9,152436,0
random_50_20_1.xml,10,965,50,20,10,178431,1
random_50_20_2.xml,12,858,50,20,12,192112,2
random_50_20_3.xml,12,986,50,20,12,198244,3
random_50_20_4.xml,10,884,50,20,10,169231,4
random_50_20_5.xml,11,934,50,20,11,181446,5
random_50_20_6.xml,10,963,50,20,10,173784,6
random_50_20_7.xml,10,1015,50,20,11,187499,7
random_50_20_8.xml,10,1026,50,20,10,153851,8
random_50_20_9.xml,9,1038,50,20,9,143225,9
random_50_40_0.xml,10,1063,50,40,11,187506,0
random_50_40_1.xml,9,1039,50,40,10,150767,1
random_50_40_2.xml,9,1217,50,40,10,157000,2
random_50_40_3.xml,9,1167,50,40,9,147913,3
random_50_40_4.xml,9,1137,50,40,9,157024,4
random_50_40_5.xml,8,1120,50,40,10,138716,5
random_50_40_6.xml,9,1135,50,40,9,147941,6
random_50_40_7.xml,9,1055,50,40,9,147824,7
random_50_40_8.xml,9,1134,50,40,9,143221,8
random_50_40_9.xml,7,1167,50,40,8,137204,9
random_50_60_0.xml,7,1199,50,60,9,140165,0
random_50_60_1.xml,8,1120,50,60,9,141685,1
random_50_60_2.xml,10,1011,50,60,10,161553,2
random_50_60_3.xml,7,1245,50,60,8,134230,3
random_50_60_4.xml,9,1137,50,60,9,149378,4
random_50_60_5.xml,9,1074,50,60,9,150898,5
random_50_60_6.xml,8,1150,50,60,9,140274,6
random_50_60_7.xml,11,1078,50,60,11,170701,7
random_50_60_8.xml,9,1120,50,60,9,152398,8
random_50_60_9.xml,9,1040,50,60,10,158565,9
random_50_80_0.xml,7,1337,50,80,8,118890,0
random_50_80_1.xml,8,1261,50,80,9,140238,1
random_50_80_2.xml,9,1262,50,80,9,147779,2
random_50_80_3.xml,8,1247,50,80,9,149354,3
random_50_80_4.xml,9,1264,50,80,9,147811,4
random_50_80_5.xml,9,1231,50,80,9,152390,5
random_50_80_6.xml,8,1342,50,80,9,144836,6
random_50_80_7.xml,9,1374,50,80,9,147774,7
random_50_80_8.xml,9,1311,50,80,9,140132,8
random_50_80_9.xml,7,1265,50,80,9,150863,9
random_550_20_0.xml,21,16914,550,20,21,321361,0
random_550_20_1.xml,18,17296,550,20,19,297127,1
random_550_20_2.xml,21,16806,550,20,21,344362,2
random_550_20_3.xml,21,16912,550,20,21,312200,3
random_550_20_4.xml,22,16343,550,20,22,352007,4
random_550_20_5.xml,21,16791,550,20,23,338230,5
random_550_20_6.xml,20,16692,550,20,21,321424,6
random_550_20_7.xml,19,16770,550,20,20,316957,7
random_550_20_8.xml,20,16742,550,20,20,332270,8
random_550_20_9.xml,18,16653,550,20,20,289463,9
random_550_40_0.xml,21,16869,550,40,21,330655,0
random_550_40_1.xml,19,17425,550,40,22,315408,1
random_550_40_2.xml,21,16962,550,40,21,321465,2
random_550_40_3.xml,22,17207,550,40,22,344234,3
random_550_40_4.xml,21,16664,550,40,21,344469,4
random_550_40_5.xml,23,16888,550,40,24,351910,5
random_550_40_6.xml,22,17158,550,40,22,342731,6
random_550_40_7.xml,21,16916,550,40,22,324374,7
random_550_40_8.xml,20,17345,550,40,21,303206,8
random_550_40_9.xml,20,16853,550,40,20,327670,9
random_550_60_0.xml,20,17492,550,60,25,336785,0
random_550_60_1.xml,22,17324,550,60,22,370313,1
random_550_60_2.xml,22,17240,550,60,22,352022,2
random_550_60_3.xml,21,17683,550,60,21,330510,3
random_550_60_4.xml,21,17772,550,60,22,371826,4
random_550_60_5.xml,20,17561,550,60,22,347294,5
random_550_60_6.xml,17,17874,550,60,21,309278,6
random_550_60_7.xml,20,17506,550,60,21,318365,7
random_550_60_8.xml,21,17623,550,60,21,344477,8
random_550_60_9.xml,21,17362,550,60,21,326031,9
random_550_80_0.xml,20,18162,550,80,21,315332,0
random_550_80_1.xml,19,18115,550,80,22,313894,1
random_550_80_2.xml,21,18069,550,80,21,332114,2
random_550_80_3.xml,22,17958,550,80,22,351845,3
random_550_80_4.xml,20,18355,550,80,22,327557,4
random_550_80_5.xml,20,18194,550,80,20,327611,5
random_550_80_6.xml,21,18403,550,80,21,335112,6
random_550_80_7.xml,20,18274,550,80,20,315311,7
random_550_80_8.xml,23,18153,550,80,23,364062,8
random_550_80_9.xml,21,18371,550,80,21,330568,9
random_600_20_0.xml,23,18607,600,20,23,367252,0
random_600_20_1.xml,20,18616,600,20,20,341328,1
random_600_20_2.xml,22,18507,600,20,22,361097,2
random_600_20_3.xml,20,18343,600,20,21,321517,3
random_600_20_4.xml,20,18471,600,20,22,332153,4
random_600_20_5.xml,21,17993,600,20,23,338210,5
random_600_20_6.xml,22,18264,600,20,23,339667,6
random_600_20_7.xml,22,18811,600,20,22,345876,7
random_600_20_8.xml,22,18536,600,20,22,347333,8
random_600_20_9.xml,23,18381,600,20,23,358011,9
random_600_40_0.xml,19,18640,600,40,21,297048,0
random_600_40_1.xml,20,18629,600,40,21,327573,1
random_600_40_2.xml,20,18661,600,40,21,316869,2
random_600_40_3.xml,21,18309,600,40,21,321415,3
random_600_40_4.xml,23,18777,600,40,23,354925,4
random_600_40_5.xml,19,18643,600,40,21,315423,5
random_600_40_6.xml,22,18937,600,40,22,347333,6
random_600_40_7.xml,24,18654,600,40,24,365603,7
random_600_40_8.xml,22,18474,600,40,22,345772,8
random_600_40_9.xml,21,19001,600,40,21,344306,9
random_600_60_0.xml,20,19382,600,60,23,324483,0
random_600_60_1.xml,20,19271,600,60,22,342931,1
random_600_60_2.xml,21,19560,600,60,23,329140,2
random_600_60_3.xml,23,19113,600,60,23,347168,3
random_600_60_4.xml,22,19286,600,60,22,330434,4
random_600_60_5.xml,23,19352,600,60,23,350301,5
random_600_60_6.xml,20,19899,600,60,21,354975,6
random_600_60_7.xml,21,19381,600,60,21,335159,7
random_600_60_8.xml,23,19601,600,60,23,380935,8
random_600_60_9.xml,22,19478,600,60,22,330444,9
random_600_80_0.xml,21,19434,600,80,21,348938,0
random_600_80_1.xml,20,19892,600,80,21,322982,1
random_600_80_2.xml,22,19852,600,80,22,354983,2
random_600_80_3.xml,23,19519,600,80,23,382462,3
random_600_80_4.xml,22,19481,600,80,22,351848,4
random_600_80_5.xml,21,19624,600,80,21,344355,5
random_600_80_6.xml,18,19489,600,80,21,304769,6
random_600_80_7.xml,18,19440,600,80,20,303245,7
random_600_80_8.xml,22,19657,600,80,22,356477,8
random_600_80_9.xml,20,19256,600,80,22,341391,9
random_650_20_0.xml,23,20250,650,20,23,341144,0
random_650_20_1.xml,23,20093,650,20,23,353321,1
random_650_20_2.xml,21,20395,650,20,21,339856,2
random_650_20_3.xml,20,20409,650,20,22,332229,3
random_650_20_4.xml,22,20256,650,20,22,370320,4
random_650_20_5.xml,20,20027,650,20,21,345888,5
random_650_20_6.xml,21,20166,650,20,21,330530,6
random_650_20_7.xml,23,20160,650,20,23,362603,7
random_650_20_8.xml,24,20207,650,20,24,376216,8
random_650_20_9.xml,21,20205,650,20,22,347460,9
random_650_40_0.xml,21,20523,650,40,21,344439,0
random_650_40_1.xml,18,20946,650,40,21,303230,1
random_650_40_2.xml,22,20654,650,40,23,355006,2
random_650_40_3.xml,22,20801,650,40,23,368676,3
random_650_40_4.xml,25,19891,650,40,25,397608,4
random_650_40_5.xml,22,20411,650,40,23,347432,5
random_650_40_6.xml,23,20897,650,40,23,377886,6
random_650_40_7.xml,23,20590,650,40,23,357933,7
random_650_40_8.xml,22,20297,650,40,22,342698,8
random_650_40_9.xml,21,20764,650,40,22,353431,9
random_650_60_0.xml,20,20985,650,60,21,324632,0
random_650_60_1.xml,20,20875,650,60,22,341378,1
random_650_60_2.xml,22,20844,650,60,23,356500,2
random_650_60_3.xml,20,20695,650,60,21,323029,3
random_650_60_4.xml,20,20984,650,60,21,321481,4
random_650_60_5.xml,20,21065,650,60,21,326047,5
random_650_60_6.xml,22,20815,650,60,23,374865,6
random_650_60_7.xml,22,20796,650,60,22,341313,7
random_650_60_8.xml,22,20588,650,60,22,351999,8
random_650_60_9.xml,23,20897,650,60,23,367235,9
random_650_80_0.xml,20,21559,650,80,22,324491,0
random_650_80_1.xml,26,21433,650,80,26,417379,1
random_650_80_2.xml,22,21163,650,80,22,351886,2
random_650_80_3.xml,21,21673,650,80,22,344339,3
random_650_80_4.xml,21,21735,650,80,22,330652,4
